"","correlation","t-stat","p-value","FDR"
"CHOYP_NOMO1.2.2m.46404",-0.1827,-0.81,0.42797,0.79759
"CHOYP_SAE2.1.1m.59765",0.18265,0.80977,0.4281,0.79759
"CHOYP_LOC575203.2.6m.6856",0.18264,0.80973,0.42812,0.79759
"CHOYP_NUP62L.1.1m.15606",0.18254,0.80928,0.42837,0.79759
"CHOYP_TRIADDRAFT_49883.1.1m.29857",-0.18239,-0.8086,0.42875,0.79759
"CHOYP_NISCH.1.2m.17955",0.18238,0.80856,0.42878,0.79759
"CHOYP_GATAD1.1.1m.50020",0.18202,0.8069,0.42971,0.79759
"CHOYP_LOC581183.1.1m.49767",-0.18199,-0.80673,0.42981,0.79759
"CHOYP_CATL1.1.1m.56906",0.18199,0.80673,0.42981,0.79759
"CHOYP_BRAFLDRAFT_249141.1.1m.6974",0.18196,0.80659,0.42988,0.79759
"CHOYP_KPYK.3.4m.47446",-0.18189,-0.80628,0.43006,0.79759
"CHOYP_DAR1.2.4m.29583",-0.18189,-0.80628,0.43006,0.79759
"CHOYP_contig_002999m.3300",0.18177,0.80575,0.43036,0.79759
"CHOYP_VATB.2.2m.62084",-0.18162,-0.80503,0.43076,0.79759
"CHOYP_BRAFLDRAFT_89362.1.1m.49683",-0.18161,-0.80498,0.43079,0.79759
"CHOYP_GSTO1.2.2m.26202",-0.18154,-0.80467,0.43096,0.79759
"CHOYP_LOC100889564.1.1m.17148",0.18146,0.80431,0.43117,0.79759
"CHOYP_LAMP1.3.3m.16600",-0.18144,-0.80424,0.4312,0.79759
"CHOYP_SMU1.1.1m.58635",0.18126,0.80339,0.43169,0.79759
"CHOYP_BRAFLDRAFT_281651.5.8m.25278",-0.18125,-0.80338,0.43169,0.79759
"CHOYP_contig_035767m.40509",0.18125,0.80338,0.43169,0.79759
"CHOYP_contig_025149m.28635",-0.1812,-0.80312,0.43184,0.79759
"CHOYP_DANA_GF14191.1.1m.11942",0.18113,0.80282,0.43201,0.79759
"CHOYP_PAK7.1.1m.35662",0.18113,0.80282,0.43201,0.79759
"CHOYP_BRAFLDRAFT_268354.1.1m.57510",0.18088,0.80168,0.43265,0.79759
"CHOYP_IPO5.1.1m.25693",0.18079,0.80124,0.4329,0.79759
"CHOYP_contig_023945m.27245",-0.18077,-0.80117,0.43294,0.79759
"CHOYP_PTPRK.13.20m.40023",-0.1807,-0.80084,0.43312,0.79759
"CHOYP_BRAFLDRAFT_67662.1.1m.3006",0.1805,0.79991,0.43365,0.79759
"CHOYP_BRAFLDRAFT_117560.1.1m.18467",-0.1805,-0.79991,0.43365,0.79759
"CHOYP_LOC100899437.1.1m.28953",-0.18048,-0.79985,0.43369,0.79759
"CHOYP_RL8.3.10m.22753",-0.18046,-0.79974,0.43375,0.79759
"CHOYP_TGM1.1.2m.5148",0.18033,0.79912,0.4341,0.79759
"CHOYP_BRAFLDRAFT_127510.1.1m.48935",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_YL58.1.1m.35411",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_LOC100187348.1.1m.29904",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_LOC100697793.5.6m.62286",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_ISCW_ISCW008596.1.2m.8803",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_contig_023888m.27197",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_DHC6.1.1m.22887",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_contig_023474m.26716",-0.18015,-0.79832,0.43455,0.79759
"CHOYP_ADA17.3.3m.54971",-0.17979,-0.79665,0.43549,0.79759
"CHOYP_LOC100369421.1.2m.17340",-0.17961,-0.79582,0.43597,0.79759
"CHOYP_LOC725703.1.1m.31182",-0.17961,-0.79582,0.43597,0.79759
"CHOYP_CREM.1.1m.12267",0.17961,0.79582,0.43597,0.79759
"CHOYP_LOC100369816.1.1m.23060",-0.17961,-0.79582,0.43597,0.79759
"CHOYP_LOC100369901.1.2m.9586",0.17961,0.79582,0.43597,0.79759
"CHOYP_BRAFLDRAFT_84494.2.5m.30751",-0.17961,-0.79582,0.43597,0.79759
"CHOYP_RAB8A.2.3m.33866",-0.17961,-0.79582,0.43597,0.79759
"CHOYP_XPO7.1.1m.50167",-0.17952,-0.79544,0.43618,0.79759
"CHOYP_LOC100533330.1.2m.2565",-0.17928,-0.79435,0.4368,0.79759
"CHOYP_LOC591084.2.2m.59355",-0.17928,-0.79435,0.4368,0.79759
"CHOYP_NEMVEDRAFT_V1G97278.2.2m.63646",-0.17914,-0.79369,0.43718,0.79759
"CHOYP_contig_022643m.25874",-0.17901,-0.79312,0.4375,0.79759
"CHOYP_CALX.1.1m.12010",-0.17896,-0.79286,0.43765,0.79759
"CHOYP_LOC587705.2.2m.11817",0.17877,0.79199,0.43814,0.79759
"CHOYP_RS17.10.11m.58728",0.17873,0.79181,0.43824,0.79759
"CHOYP_FLNA.6.6m.37383",-0.17859,-0.79118,0.43861,0.79759
"CHOYP_BRAFLDRAFT_263599.1.1m.59011",-0.17858,-0.79112,0.43864,0.79759
"CHOYP_LOC657378.1.1m.14648",0.17842,0.79041,0.43904,0.79759
"CHOYP_CTTN.1.1m.22042",0.1784,0.79029,0.43911,0.79759
"CHOYP_BRAFLDRAFT_90405.1.1m.44167",-0.17835,-0.79009,0.43922,0.79759
"CHOYP_LOC100179357.5.6m.45322",0.17833,0.78999,0.43928,0.79759
"CHOYP_LOC100366763.1.1m.53708",-0.17826,-0.78965,0.43948,0.79759
"CHOYP_MYEF2.1.1m.18999",0.17816,0.78919,0.43974,0.79759
"CHOYP_EBNA1BP2.1.1m.63216",-0.17809,-0.78889,0.43991,0.79759
"CHOYP_RS4.11.11m.63584",0.17806,0.78877,0.43998,0.79759
"CHOYP_LOC100929680.1.2m.17333",0.17806,0.78873,0.44,0.79759
"CHOYP_MIB2.4.6m.43287",-0.17789,-0.78798,0.44043,0.79759
"CHOYP_LOC100378195.1.1m.46024",-0.17789,-0.78798,0.44043,0.79759
"CHOYP_LOC100696358.1.1m.27370",0.17789,0.78798,0.44043,0.79759
"CHOYP_IF2H.1.1m.18253",0.17788,0.78792,0.44046,0.79759
"CHOYP_TEFF2.1.1m.26857",0.1776,0.78665,0.44119,0.79759
"CHOYP_LOC589644.2.3m.21781",0.1776,0.78665,0.44119,0.79759
"CHOYP_F172A.2.2m.58797",0.17745,0.78598,0.44157,0.79759
"CHOYP_TF2AA.1.1m.50726",-0.17743,-0.78589,0.44162,0.79759
"CHOYP_AMRP.1.1m.36070",-0.17722,-0.78491,0.44218,0.79759
"CHOYP_LOC100689951.1.1m.56514",0.17719,0.78476,0.44227,0.79759
"CHOYP_BRAFLDRAFT_117365.2.2m.31681",-0.17718,-0.78471,0.4423,0.79759
"CHOYP_BRAFLDRAFT_131227.1.1m.24973",-0.17695,-0.78367,0.44289,0.79759
"CHOYP_LOC100872507.1.1m.21152",0.17689,0.78341,0.44304,0.79759
"CHOYP_RLA0.3.7m.42196",0.17686,0.78326,0.44313,0.79759
"CHOYP_LOC100375219.1.1m.30268",-0.17671,-0.78256,0.44353,0.79759
"CHOYP_CSN4.1.1m.18561",0.17654,0.78181,0.44396,0.79759
"CHOYP_SETD6.1.1m.14704",0.17637,0.78102,0.44442,0.79759
"CHOYP_BRAFLDRAFT_82353.1.1m.13454",0.17613,0.7799,0.44506,0.79759
"CHOYP_LOC100902912.1.1m.9008",-0.17609,-0.77974,0.44515,0.79759
"CHOYP_DDX1.1.1m.46908",-0.17609,-0.77973,0.44516,0.79759
"CHOYP_NUBPL.1.1m.15123",0.17605,0.77956,0.44525,0.79759
"CHOYP_RPB3.1.1m.45705",-0.17596,-0.77917,0.44548,0.79759
"CHOYP_HOOK3.1.1m.14456",0.17592,0.77896,0.44559,0.79759
"CHOYP_LOC580832.1.1m.66146",0.1759,0.77886,0.44566,0.79759
"CHOYP_FUT8.1.1m.9231",-0.1759,-0.77886,0.44566,0.79759
"CHOYP_LOC100113671.1.1m.18491",-0.17579,-0.77838,0.44593,0.79759
"CHOYP_CNOT2.1.2m.47530",-0.17571,-0.77802,0.44614,0.79759
"CHOYP_LOC100892193.2.5m.28130",0.17566,0.77778,0.44628,0.79759
"CHOYP_THUM3.1.1m.17928",0.17566,0.77778,0.44628,0.79759
"CHOYP_LOC100485485.1.1m.27961",-0.17565,-0.77771,0.44631,0.79759
"CHOYP_BT3L4.1.1m.2144",0.17564,0.77767,0.44634,0.79759
"CHOYP_contig_008503m.9899",-0.17563,-0.77762,0.44637,0.79759
"CHOYP_LOC100366606.1.2m.47289",-0.17557,-0.77738,0.4465,0.79759
"CHOYP_PHUM_PHUM547410.1.1m.10964",-0.17557,-0.77738,0.4465,0.79759
"CHOYP_LOC100376272.3.4m.30521",-0.17557,-0.77738,0.4465,0.79759
"CHOYP_TRIADDRAFT_64367.1.1m.42126",-0.17557,-0.77738,0.4465,0.79759
"CHOYP_contig_025862m.29523",-0.17557,-0.77738,0.4465,0.79759
"CHOYP_LOC412116.1.1m.42829",0.17551,0.77711,0.44666,0.79759
"CHOYP_BRAFLDRAFT_68592.1.1m.53611",0.17545,0.7768,0.44684,0.79759
"CHOYP_LOC583138.1.1m.8990",-0.17534,-0.77633,0.44711,0.79759
"CHOYP_ISCW_ISCW014481.1.1m.61217",0.17533,0.77627,0.44715,0.79759
"CHOYP_LOC576498.1.1m.10455",-0.17526,-0.77596,0.44733,0.79759
"CHOYP_BRAFLDRAFT_72357.1.1m.59063",-0.17522,-0.77579,0.44742,0.79759
"CHOYP_PPWD1.1.1m.48713",0.1751,0.77522,0.44775,0.79759
"CHOYP_LOC100370913.1.1m.19909",0.17503,0.77488,0.44795,0.79759
"CHOYP_TRMT2A.1.1m.17768",-0.17491,-0.77434,0.44826,0.79759
"CHOYP_LOC100370026.1.1m.42957",-0.17484,-0.77401,0.44845,0.79759
"CHOYP_GPX3.1.2m.24838",-0.17477,-0.77369,0.44863,0.79759
"CHOYP_WASP.1.1m.35786",0.17474,0.77358,0.4487,0.79759
"CHOYP_AAEL_AAEL009169.1.1m.24699",-0.17471,-0.77343,0.44878,0.79759
"CHOYP_LEO1.1.1m.41626",-0.17467,-0.77327,0.44888,0.79759
"CHOYP_BRAFLDRAFT_95868.1.2m.56034",-0.17467,-0.77327,0.44888,0.79759
"CHOYP_ZN207.1.1m.6909",-0.17466,-0.7732,0.44892,0.79759
"CHOYP_contig_025827m.29484",-0.17457,-0.77281,0.44914,0.79759
"CHOYP_RCC1.1.1m.15249",0.17456,0.77277,0.44916,0.79759
"CHOYP_PECR.1.1m.58859",0.17452,0.77257,0.44928,0.79759
"CHOYP_MVP.1.1m.56230",0.1743,0.77155,0.44987,0.79759
"CHOYP_CBR-GLY-5.1.1m.26441",-0.17428,-0.77148,0.44991,0.79759
"CHOYP_TMCO4.1.1m.378",0.17419,0.77105,0.45016,0.79759
"CHOYP_LOC661306.1.3m.11419",0.17416,0.77094,0.45022,0.79759
"CHOYP_contig_025684m.29301",-0.17411,-0.77069,0.45037,0.79759
"CHOYP_LOC100374741.30.83m.32433",-0.17403,-0.77032,0.45058,0.79759
"CHOYP_LOC575600.1.1m.27851",0.17401,0.77026,0.45062,0.79759
"CHOYP_contig_015341m.17864",0.17374,0.76899,0.45135,0.79759
"CHOYP_contig_027562m.31253",-0.17364,-0.76854,0.45162,0.79759
"CHOYP_LOC578656.8.15m.42294",-0.17354,-0.76811,0.45187,0.79759
"CHOYP_PTHB1.1.1m.35678",0.17342,0.76756,0.45218,0.79759
"CHOYP_BRAFLDRAFT_125634.1.1m.14767",-0.17342,-0.76756,0.45218,0.79759
"CHOYP_BRAFLDRAFT_118867.1.1m.27944",-0.17342,-0.76753,0.4522,0.79759
"CHOYP_PLK1.1.2m.26371",0.17334,0.7672,0.45239,0.79759
"CHOYP_LOC100533258.6.6m.48142",0.17334,0.7672,0.45239,0.79759
"CHOYP_LOC100367352.1.1m.27863",-0.17321,-0.7666,0.45274,0.79759
"CHOYP_LOC100367312.7.13m.37565",0.17321,0.76657,0.45276,0.79759
"CHOYP_LOC580207.1.1m.49071",0.17321,0.76657,0.45276,0.79759
"CHOYP_LOC100116878.1.1m.11655",0.17307,0.76596,0.45311,0.79759
"CHOYP_BRAFLDRAFT_122634.2.2m.43678",0.17306,0.76593,0.45313,0.79759
"CHOYP_LOC100370673.1.1m.13161",-0.17283,-0.76484,0.45376,0.79759
"CHOYP_GPMA.1.1m.35689",0.17275,0.76451,0.45395,0.79759
"CHOYP_BRAFLDRAFT_125780.1.1m.60450",0.17257,0.76366,0.45445,0.79759
"CHOYP_HMCN2.6.12m.33452",0.17256,0.76361,0.45448,0.79759
"CHOYP_contig_054409m.64895",0.17251,0.76339,0.4546,0.79759
"CHOYP_LOC100472408.1.1m.17281",-0.17245,-0.76314,0.45475,0.79759
"CHOYP_NU188.2.2m.51343",0.17245,0.76314,0.45475,0.79759
"CHOYP_QCR2.1.1m.35612",-0.17226,-0.76224,0.45528,0.79759
"CHOYP_LOC100368004.1.1m.62584",-0.17206,-0.76135,0.45579,0.79759
"CHOYP_AGAP_AGAP005942.1.3m.3157",0.17206,0.76133,0.45581,0.79759
"CHOYP_LOC100368360.1.1m.9672",-0.17194,-0.76078,0.45613,0.79759
"CHOYP_LOC100115002.1.1m.45844",0.17179,0.76013,0.45651,0.79759
"CHOYP_MIB1.3.4m.57545",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100636110.1.2m.5041",0.1715,0.75879,0.45729,0.79759
"CHOYP_BRAFLDRAFT_81321.3.10m.34305",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100645183.1.1m.53488",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC755594.4.6m.53187",0.1715,0.75879,0.45729,0.79759
"CHOYP_MERL.1.1m.1067",0.1715,0.75879,0.45729,0.79759
"CHOYP_BRAFLDRAFT_279143.1.1m.50630",0.1715,0.75879,0.45729,0.79759
"CHOYP_PPR37.1.1m.27483",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100635487.1.1m.21915",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC101160063.1.4m.2465",0.1715,0.75879,0.45729,0.79759
"CHOYP_SI_DKEYP-75B4.10.2.2m.54469",0.1715,0.75879,0.45729,0.79759
"CHOYP_ISCW_ISCW021545.1.1m.25379",0.1715,0.75879,0.45729,0.79759
"CHOYP_BRAFLDRAFT_96598.1.1m.54770",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC756946.1.1m.49284",0.1715,0.75879,0.45729,0.79759
"CHOYP_PTPRG.2.3m.61939",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC575944.3.5m.24887",0.1715,0.75879,0.45729,0.79759
"CHOYP_MYBV.1.1m.62683",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100178700.1.1m.37554",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC752884.1.1m.4412",0.1715,0.75879,0.45729,0.79759
"CHOYP_TTC14.1.1m.54084",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_030888m.35216",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC591426.1.1m.19354",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC755594.2.6m.51265",0.1715,0.75879,0.45729,0.79759
"CHOYP_C2CD5.1.1m.9675",0.1715,0.75879,0.45729,0.79759
"CHOYP_D39U1.1.1m.29364",0.1715,0.75879,0.45729,0.79759
"CHOYP_BRAFLDRAFT_118108.1.1m.58962",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100634021.1.1m.53536",0.1715,0.75879,0.45729,0.79759
"CHOYP_SMP_173720.2.3m.52988",0.1715,0.75879,0.45729,0.79759
"CHOYP_TRIADDRAFT_51343.2.2m.65118",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC100705460.1.3m.4908",0.1715,0.75879,0.45729,0.79759
"CHOYP_CPIPJ_CPIJ008492.1.1m.6934",0.1715,0.75879,0.45729,0.79759
"CHOYP_SMP_158990.1.1m.28205",0.1715,0.75879,0.45729,0.79759
"CHOYP_UBE2H.1.1m.49863",0.1715,0.75879,0.45729,0.79759
"CHOYP_DPY19L3.1.1m.7532",0.1715,0.75879,0.45729,0.79759
"CHOYP_NEMVEDRAFT_V1G224038.4.5m.31140",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_012962m.14885",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_050388m.59942",0.1715,0.75879,0.45729,0.79759
"CHOYP_NCLIV_053520.1.1m.8896",0.1715,0.75879,0.45729,0.79759
"CHOYP_SACS.6.17m.35149",0.1715,0.75879,0.45729,0.79759
"CHOYP_MEGF6.11.59m.24279",0.1715,0.75879,0.45729,0.79759
"CHOYP_EF-1A.6.9m.43621",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_044824m.51993",0.1715,0.75879,0.45729,0.79759
"CHOYP_BRAFLDRAFT_118619.2.2m.4663",0.1715,0.75879,0.45729,0.79759
"CHOYP_LOC751836.2.6m.25437",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_031802m.36287",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_048274m.57147",0.1715,0.75879,0.45729,0.79759
"CHOYP_ACA1_060860.1.1m.52568",0.1715,0.75879,0.45729,0.79759
"CHOYP_contig_008181m.9453",-0.1715,-0.75879,0.45729,0.79759
"CHOYP_contig_038370m.43386",0.17144,0.7585,0.45746,0.79759
"CHOYP_LOC101064693.1.2m.30288",-0.17141,-0.75839,0.45752,0.79759
"CHOYP_CATA.3.3m.21642",-0.17132,-0.75799,0.45776,0.79759
"CHOYP_LOC100497129.6.8m.41866",-0.1713,-0.75788,0.45782,0.79759
"CHOYP_LOC100707656.1.1m.10569",0.1712,0.75741,0.45809,0.79759
"CHOYP_LOC100489929.1.1m.51437",0.17119,0.75738,0.45811,0.79759
"CHOYP_BRAFLDRAFT_203057.1.1m.47437",0.17119,0.75738,0.45811,0.79759
"CHOYP_LOC100883571.1.1m.42323",0.17112,0.75707,0.4583,0.79759
"CHOYP_LOC585032.1.2m.1235",-0.17108,-0.75688,0.45841,0.79759
"CHOYP_RAGP1.1.1m.64037",0.17091,0.75612,0.45885,0.79759
"CHOYP_UBA6.3.4m.53927",0.17088,0.75599,0.45893,0.79759
"CHOYP_LOC100869188.1.1m.18952",-0.17063,-0.75483,0.45961,0.79759
"CHOYP_KS6B1.1.1m.8274",-0.17052,-0.75432,0.45991,0.79759
"CHOYP_COPA.1.1m.31889",-0.17043,-0.75391,0.46015,0.79759
"CHOYP_PHUM_PHUM226120.3.7m.20773",-0.17041,-0.75383,0.46019,0.79759
"CHOYP_BRAFLDRAFT_125119.1.1m.57550",0.17038,0.75368,0.46028,0.79759
"CHOYP_LOC100728625.2.2m.51928",-0.17037,-0.75363,0.46031,0.79759
"CHOYP_LOC579012.1.1m.10830",-0.17036,-0.75358,0.46034,0.79759
"CHOYP_PPOX.1.1m.45234",-0.17028,-0.75322,0.46055,0.79759
"CHOYP_ASSY.2.4m.43713",0.17028,0.75321,0.46055,0.79759
"CHOYP_LOC413005.1.1m.63172",-0.17013,-0.75253,0.46095,0.79759
"CHOYP_LOC100123216.1.1m.28671",0.1701,0.75242,0.46102,0.79759
"CHOYP_1433Z.1.1m.17045",0.1701,0.75242,0.46102,0.79759
"CHOYP_BRAFLDRAFT_119363.1.1m.41627",-0.1701,-0.7524,0.46103,0.79759
"CHOYP_LOC100741406.1.1m.29038",0.17005,0.75219,0.46116,0.79759
"CHOYP_CNTRL.1.1m.8381",0.17005,0.75217,0.46117,0.79759
"CHOYP_LOC100711334.1.1m.16928",0.16999,0.75191,0.46132,0.79759
"CHOYP_LOC101071050.1.1m.38421",0.16971,0.75064,0.46206,0.79759
"CHOYP_DNAH6.2.3m.21512",-0.16965,-0.75035,0.46224,0.79759
"CHOYP_DDX47.1.1m.11144",-0.16964,-0.75031,0.46226,0.79759
"CHOYP_DC1I2.2.3m.54049",0.16964,0.75031,0.46226,0.79759
"CHOYP_BRAFLDRAFT_153908.1.2m.1377",0.16948,0.74959,0.46268,0.79759
"CHOYP_contig_049619m.58908",-0.16942,-0.74931,0.46285,0.79759
"CHOYP_KPRB.1.1m.17501",0.16938,0.74912,0.46296,0.79759
"CHOYP_BRAFLDRAFT_284587.2.3m.15867",0.16938,0.74912,0.46296,0.79759
"CHOYP_HECD1.1.1m.27759",0.16918,0.74823,0.46348,0.79759
"CHOYP_RN213.8.13m.52889",-0.16918,-0.74823,0.46348,0.79759
"CHOYP_TRI10.1.1m.35702",0.16913,0.74799,0.46363,0.79759
"CHOYP_ERGI1.1.1m.9684",-0.16907,-0.74772,0.46379,0.79759
"CHOYP_LEG4.1.1m.22079",-0.16903,-0.74755,0.46389,0.79759
"CHOYP_LOC100370323.1.1m.62024",0.16903,0.74755,0.46389,0.79759
"CHOYP_K11G12.5.1.1m.55605",-0.16883,-0.74663,0.46443,0.79759
"CHOYP_LOC100367548.1.1m.48434",-0.16878,-0.74643,0.46455,0.79759
"CHOYP_BRAFLDRAFT_118260.1.1m.13621",0.16852,0.74523,0.46525,0.79759
"CHOYP_NIPSNAP3A-B.1.1m.62397",0.16825,0.74398,0.46599,0.79759
"CHOYP_BRAFLDRAFT_287356.1.1m.25008",-0.16823,-0.74391,0.46603,0.79759
"CHOYP_P121C.1.1m.57092",0.16823,0.74391,0.46603,0.79759
"CHOYP_HOIL1.2.3m.54310",0.16823,0.74391,0.46603,0.79759
"CHOYP_METK.1.2m.3732",-0.16813,-0.74346,0.4663,0.79759
"CHOYP_BRAFLDRAFT_67520.2.2m.34594",-0.16812,-0.7434,0.46634,0.79759
"CHOYP_NEMVEDRAFT_V1G140878.1.1m.18069",0.16782,0.74205,0.46713,0.79759
"CHOYP_TRIADDRAFT_50333.1.1m.59774",-0.16779,-0.74189,0.46722,0.79759
"CHOYP_ANM5.1.1m.1529",0.16777,0.74182,0.46727,0.79759
"CHOYP_VATG.1.2m.4407",0.16777,0.74181,0.46727,0.79759
"CHOYP_LSM3.1.1m.9505",-0.16764,-0.74121,0.46763,0.79759
"CHOYP_LSM12.1.1m.24998",0.16762,0.74114,0.46767,0.79759
"CHOYP_contig_007998m.9259",-0.16761,-0.74106,0.46772,0.79759
"CHOYP_BRAFLDRAFT_273832.1.1m.56325",0.1675,0.74059,0.468,0.79759
"CHOYP_PTPREA.1.2m.4823",-0.16741,-0.74018,0.46824,0.79759
"CHOYP_LOC100370976.1.2m.17764",0.16741,0.74018,0.46824,0.79759
"CHOYP_BRAFLDRAFT_206907.6.11m.30690",-0.16741,-0.74018,0.46824,0.79759
"CHOYP_DWIL_GK12566.1.1m.26720",-0.16728,-0.7396,0.46858,0.79759
"CHOYP_TSP_09282.1.1m.18814",0.16725,0.73943,0.46868,0.79759
"CHOYP_MYO1B.1.1m.53598",0.16705,0.73851,0.46923,0.79759
"CHOYP_LOC656867.1.1m.28658",0.16687,0.73772,0.4697,0.79759
"CHOYP_ISCW_ISCW000704.1.1m.38250",-0.16686,-0.73767,0.46973,0.79759
"CHOYP_MNB.1.1m.14023",-0.16683,-0.73752,0.46982,0.79759
"CHOYP_LOC100368976.1.1m.1873",0.16676,0.73722,0.47,0.79759
"CHOYP_contig_010674m.12365",-0.16664,-0.73668,0.47031,0.79759
"CHOYP_contig_002715m.2994",-0.16659,-0.73644,0.47046,0.79759
"CHOYP_TPM.18.19m.66023",-0.16658,-0.73642,0.47047,0.79759
"CHOYP_LOC100369695.1.1m.26973",-0.16657,-0.73637,0.4705,0.79759
"CHOYP_PSD7.1.1m.19729",0.16656,0.7363,0.47054,0.79759
"CHOYP_LOC574740.1.1m.29924",-0.16648,-0.73592,0.47077,0.79759
"CHOYP_LOC100371590.1.1m.64405",-0.16645,-0.73581,0.47083,0.79759
"CHOYP_BRAFLDRAFT_131621.1.1m.56341",0.16645,0.73579,0.47084,0.79759
"CHOYP_BRAFLDRAFT_130131.1.1m.11020",-0.16642,-0.73565,0.47093,0.79759
"CHOYP_AGAP_AGAP002739.5.5m.60925",0.16634,0.73529,0.47114,0.79759
"CHOYP_NRP.1.4m.29956",-0.16633,-0.73528,0.47115,0.79759
"CHOYP_LOC410403.1.1m.31535",-0.16605,-0.734,0.47191,0.79759
"CHOYP_LOC100707920.1.1m.27511",-0.16591,-0.73333,0.47231,0.79759
"CHOYP_LOC100378430.1.1m.63142",-0.1659,-0.73332,0.47231,0.79759
"CHOYP_DICPUDRAFT_93011.1.1m.30650",-0.1659,-0.7333,0.47232,0.79759
"CHOYP_SSPO.2.14m.3787",0.1659,0.7333,0.47232,0.79759
"CHOYP_ZN622.1.1m.2103",0.1659,0.7333,0.47232,0.79759
"CHOYP_contig_029279m.33207",0.1659,0.7333,0.47232,0.79759
"CHOYP_contig_038869m.43996",0.1659,0.7333,0.47232,0.79759
"CHOYP_ACON.1.1m.61060",0.16565,0.73217,0.473,0.79759
"CHOYP_BRAFLDRAFT_71616.2.3m.27171",-0.16555,-0.73172,0.47327,0.79759
"CHOYP_LOC100371209.1.1m.49090",-0.16547,-0.73137,0.47348,0.79759
"CHOYP_LOC654994.1.1m.39461",0.16532,0.73069,0.47388,0.79759
"CHOYP_LOC100633077.4.4m.62658",0.16531,0.73064,0.47391,0.79759
"CHOYP_BRAFLDRAFT_277091.1.3m.1103",-0.16531,-0.73063,0.47392,0.79759
"CHOYP_contig_038160m.43103",0.16531,0.73063,0.47392,0.79759
"CHOYP_LOC100378054.4.4m.63855",0.16524,0.7303,0.47412,0.79759
"CHOYP_BRAFLDRAFT_98740.4.7m.53694",0.16516,0.72995,0.47433,0.79759
"CHOYP_LOC100367787.1.1m.52250",0.1651,0.72965,0.47451,0.79759
"CHOYP_NEMVEDRAFT_V1G173435.1.1m.37344",-0.16481,-0.72834,0.47529,0.79759
"CHOYP_ERL2B.1.1m.187",-0.16481,-0.72834,0.47529,0.79759
"CHOYP_BRAFLDRAFT_203655.2.2m.20185",-0.16477,-0.72817,0.47539,0.79759
"CHOYP_BRAFLDRAFT_118310.1.1m.8287",0.16472,0.72795,0.47552,0.79759
"CHOYP_LOC100366813.4.6m.31116",0.16464,0.7276,0.47573,0.79759
"CHOYP_DLGP1.3.3m.44296",0.16426,0.72587,0.47677,0.79759
"CHOYP_LOC592142.5.9m.53066",0.16426,0.72587,0.47677,0.79759
"CHOYP_contig_015430m.17979",-0.16425,-0.72582,0.4768,0.79759
"CHOYP_NEMVEDRAFT_V1G100691.2.2m.65547",0.16419,0.72554,0.47696,0.79759
"CHOYP_contig_004572m.5255",-0.16408,-0.72501,0.47728,0.79759
"CHOYP_TTL12.1.1m.6226",0.16391,0.72425,0.47774,0.79759
"CHOYP_BRAFLDRAFT_123087.1.2m.6329",0.16381,0.72379,0.47801,0.79759
"CHOYP_CO6A3.3.5m.39796",-0.16375,-0.72354,0.47816,0.79759
"CHOYP_UN45B.1.1m.19072",0.16364,0.72302,0.47848,0.79759
"CHOYP_NEMVEDRAFT_V1G173323.2.2m.55211",0.16352,0.72249,0.47879,0.79759
"CHOYP_contig_005858m.6708",0.16334,0.72167,0.47928,0.79759
"CHOYP_LOC100377077.1.1m.9907",0.16319,0.72099,0.4797,0.79759
"CHOYP_TRMT6.1.1m.8062",0.16282,0.71933,0.4807,0.79759
"CHOYP_NEMVEDRAFT_V1G240563.1.3m.5221",0.16269,0.71874,0.48105,0.79759
"CHOYP_MROH1.1.1m.24366",0.1626,0.7183,0.48131,0.79759
"CHOYP_LOC100175722.1.3m.11427",-0.16259,-0.71828,0.48132,0.79759
"CHOYP_contig_008261m.9575",-0.16255,-0.71808,0.48145,0.79759
"CHOYP_HPRT.1.1m.61881",0.16238,0.71732,0.48191,0.79759
